"Name","Description","Sources / Links","Parent Company","Country"
"Sonshine Christian Ministries Inc.","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Sonship Foundation","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Sony Group Corp","A Japanese multinational conglomerate that specializes in developing and manufacturing electronic equipment, gaming consoles, instruments, and software. Its cameras are used in surveillance systems in the occupied West Bank and Gaza Strip.","https://investigate.afsc.org/company/sony-group, https://www.whoprofits.org/companies/company/6108?6108-2","",""
"Soprema Inc.","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-204","",""
"Sorriso","Toothpaste. Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://www.palmolive.co.il","Colgate Palmolive",""
"SOSV Orbit","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"SoulBoost","Water-Sparkling-Infused. SodaStream is an Israeli company which manufactured its products in Occupied Palestine. Now owned by Pepsico after a $3.2b acquisition. It since moved its factory from the West Bank to main Israel, however is still subject to boycott for its firing of 60 Palestinian workers and dark history.","https://bdscoalition.ca/ , https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg","PepsiCo",""
"Sound Media Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Sound Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"SoundBoard Venture Fund","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Soupline Fabric Softener","Fabric Softener. Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://www.palmolive.co.il","Colgate Palmolive",""
"Sour Patch Kids","Candy. Mondelez International has been involved in several initiatives related to Israel, particularly in the food technology sector, investing in Israeli snacks startups, including Torr and The Kitchen.","https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment","Mondelez International",""
"Southern Irrigation Limited Partnership","Supporting Israeli economy -Imports from Israel","https://tradingeconomics.com/canada/imports/israel , https://ised-isde.canada.ca/app/ixb/cid-bdic/importingCountryResults.html#wb-auto-205","",""
"Southside Victory Church Fellowship","Donates to the International Fellowship of Christians and Jews (IFCJ). The IFCJ, a registered Canadian charity, provides funds to Israeli organizations involved in activities that appear to contravene international law and Canadian policy. It has sent approximately $23M in the last 5 years to KEREN L'YEDIDUT (Israel) , an organization that provides significant support to IDF soldiers and is focused on second coming/Armageddon theology that considers Jewish people as the chosen people.","https://bdscoalition.ca/","",""
"Sozo Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"SP8CEVC","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Spanx","Undergarments-Women. Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.","http://www.inminds.com/boycott-delta-galil.html","Blackstone Inc.",""
"Spark Growth Ventures","Venture Capital Statement of Support for Israel. Since October 7th hundreds of VCs continue to keep their names on a document supporting Israel's actions, and continue to publicly endorse for Israel's genocide of the people of Gaza.","https://github.com/TechForPalestine/antipalestinian-vc-funds/blob/main/README.md","",""
"Sparkle Soda","Soda. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Sparkle Towels","Paper Towels. Georgia Pacific is owned by the Koch brothers, who are heavily invested in Israel.","https://circuit.news/2022/11/06/kochs-israeli-investment-chief-aims-to-disrupt-venture-capital-funding/","Koch Industries",""
"Sparkletts","a North American and European water, coffee and coffee extracts, and filtration solutions service company. The company's subsidiary, Eden Springs, extracts water from a spring in the occupied Syrian Golan. By extracting water from the Golan for decades, the company is exploiting Syrian resources and strengthening Israel's control over the occupied Syrian Golan. (See Eden Springs below.) The company's subsidiary, Eden Springs, extracts water from a spring in the occupied Syrian Golan.","https://investigate.afsc.org/company/primo-water","",""
"Sparkletts Water","Water-Bulk. Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.","https://investigate.afsc.org/company/primo-water","Primo Water Corp",""
"Sparkling Blackberry Hibiscus","","https://bdscoalition.ca/","",""
"Sparkling Duet","Soda. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"Sparkling Ginger Green Tea","","https://bdscoalition.ca/","",""
"Sparkling Raspberry Matcha","","https://bdscoalition.ca/","",""
"Sparletta Soda","Soda. Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.","https://www.foa.org.uk/campaign/boycottcocacola","Coca-Cola",""
"SpearUAV","An Israeli drone startup that developed the Viper ""suicide drone,"" which can be ""easily launched from a capsule by infantry soldiers or from an armored vehicle, to locate, track, and attack targets by crashing into them and self-destructing."" The company has stated that Israel's 2023 attacks on Gaza accelerated its development of specific products required by the Israeli military.","https://afsc.org/gaza-genocide-companies","",""
"Special K","Cereal. Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.","https://en.globes.co.il/en/article-754126","Kellanova",""
"Special T Tea","Tea-Packaged. Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.","https://en.wikipedia.org/wiki/Osem_(company)","Nestle",""
